 ***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
   10.6020   3.5300  16.0000   0.2185   2.8996  0.96009E+02  0.96002E+02  0.66180E-02  0.10805E+03  0.26431E-01  0.16826E+01  0.10634E+03  0.10000E+01
   10.6020   3.5400  16.0000   0.2194   2.9078  0.95803E+02  0.95797E+02  0.65616E-02  0.10769E+03  0.25429E-01  0.16585E+01  0.10601E+03  0.10000E+01
   10.6020   3.5500  16.0000   0.2203   2.9160  0.95598E+02  0.95592E+02  0.65050E-02  0.10733E+03  0.24462E-01  0.16346E+01  0.10567E+03  0.10000E+01
   10.6020   3.5600  16.0000   0.2213   2.9242  0.95393E+02  0.95387E+02  0.64480E-02  0.10696E+03  0.23527E-01  0.16112E+01  0.10533E+03  0.10000E+01
   10.6020   3.5700  16.0000   0.2222   2.9324  0.95188E+02  0.95182E+02  0.63908E-02  0.10660E+03  0.22626E-01  0.15881E+01  0.10499E+03  0.10000E+01
   10.6020   3.5800  16.0000   0.2232   2.9406  0.94983E+02  0.94977E+02  0.63333E-02  0.10624E+03  0.21754E-01  0.15653E+01  0.10465E+03  0.10000E+01
   10.6020   3.5900  16.0000   0.2241   2.9489  0.94778E+02  0.94772E+02  0.62755E-02  0.10589E+03  0.20914E-01  0.15429E+01  0.10433E+03  0.10000E+01
   10.6020   3.6000  16.0000   0.2250   2.9571  0.94573E+02  0.94567E+02  0.62174E-02  0.10553E+03  0.20102E-01  0.15208E+01  0.10399E+03  0.10000E+01
   10.6020   3.6100  16.0000   0.2260   2.9653  0.94368E+02  0.94362E+02  0.61590E-02  0.10517E+03  0.19319E-01  0.14990E+01  0.10365E+03  0.10000E+01
   10.6020   3.6200  16.0000   0.2269   2.9735  0.94163E+02  0.94157E+02  0.61004E-02  0.10483E+03  0.18562E-01  0.14776E+01  0.10333E+03  0.10000E+01
   10.6020   3.6300  16.0000   0.2279   2.9817  0.93957E+02  0.93951E+02  0.60415E-02  0.10448E+03  0.17833E-01  0.14565E+01  0.10301E+03  0.10000E+01
   10.6020   3.6400  16.0000   0.2289   2.9899  0.93752E+02  0.93746E+02  0.59823E-02  0.10413E+03  0.17129E-01  0.14357E+01  0.10267E+03  0.10000E+01
   10.6020   3.6500  16.0000   0.2298   2.9981  0.93547E+02  0.93541E+02  0.59228E-02  0.10376E+03  0.16451E-01  0.14152E+01  0.10233E+03  0.10000E+01
